SnapshotMonth,RankingType,WeightLimit,Rank,FighterID,FighterWeightLimit,Wins,Knockouts,Losses,Draws,Title
2000-02,DIVISION,118,3,143,118,8,3,0,0,0
2000-02,DIVISION,118,4,140,118,11,5,1,0,0
2000-02,DIVISION,118,5,141,118,9,4,0,0,0
2000-02,DIVISION,118,6,144,118,7,3,0,0,0
2000-02,DIVISION,118,7,137,118,16,5,0,0,0
2000-02,DIVISION,118,8,142,118,8,4,0,0,0
2000-02,DIVISION,118,9,229,118,2,0,0,0,0
2000-02,DIVISION,118,10,230,118,1,0,0,0,0
2000-02,DIVISION,122,1,124,122,16,6,0,0,1
2000-02,DIVISION,122,2,129,122,11,6,0,0,0
2000-02,DIVISION,122,3,126,122,14,6,1,0,0
2000-02,DIVISION,122,4,231,122,19,3,0,0,0
2000-02,DIVISION,122,5,123,122,16,7,0,0,0
2000-02,DIVISION,122,6,127,122,13,9,0,0,0
2000-02,DIVISION,122,7,232,122,5,1,0,0,0
2000-02,DIVISION,122,8,233,122,3,0,0,0,0
2000-02,DIVISION,122,9,234,122,22,3,0,0,0
2000-02,DIVISION,122,10,122,122,18,5,0,0,0
2000-02,DIVISION,126,1,116,126,13,7,0,0,1
2000-02,DIVISION,126,2,111,126,24,6,0,0,0
2000-02,DIVISION,126,3,119,126,8,2,0,0,0
2000-02,DIVISION,126,4,115,126,14,7,1,0,0
2000-02,DIVISION,126,5,117,126,11,7,1,0,0
2000-02,DIVISION,126,6,242,126,25,7,0,0,0
2000-02,DIVISION,126,7,243,126,12,3,0,0,0
2000-02,DIVISION,126,8,244,126,7,2,0,0,0
2000-02,DIVISION,126,9,245,126,1,1,0,0,0
2000-02,DIVISION,126,10,113,126,18,4,0,0,0
2000-02,DIVISION,130,1,100,130,15,5,0,0,1
2000-02,DIVISION,130,2,99,130,15,7,0,0,0
2000-02,DIVISION,130,3,104,130,10,5,0,0,0
2000-02,DIVISION,130,4,109,130,8,5,0,0,0
2000-02,DIVISION,130,5,102,130,12,7,1,0,0
2000-02,DIVISION,130,6,241,130,1,1,0,0,0
2000-02,DIVISION,130,7,240,130,23,6,0,0,0
2000-02,DIVISION,130,8,238,130,7,1,0,0,0
2000-02,DIVISION,130,9,239,130,7,0,0,0,0
2000-02,DIVISION,130,10,237,130,2,0,0,0,0
2000-02,DIVISION,135,1,91,135,13,8,0,0,1
2000-02,DIVISION,135,2,89,135,14,4,0,0,0
2000-02,DIVISION,135,3,90,135,13,5,0,0,0
2000-02,DIVISION,135,4,95,135,10,4,0,0,0
2000-02,DIVISION,135,5,86,135,24,8,1,0,0
2000-02,DIVISION,135,6,94,135,12,3,0,0,0
2000-02,DIVISION,135,7,93,135,11,6,0,0,0
2000-02,DIVISION,135,8,193,135,1,0,0,0,0
2000-02,DIVISION,135,9,88,135,16,5,0,0,0
2000-02,DIVISION,135,10,92,135,12,4,0,0,0
2000-02,DIVISION,140,1,81,140,12,3,0,0,1
2000-02,DIVISION,140,2,75,140,25,5,0,0,0
2000-02,DIVISION,140,3,82,140,10,5,1,0,0
2000-02,DIVISION,140,4,79,140,11,7,0,0,0
2000-02,DIVISION,140,5,76,140,18,2,0,0,0
2000-02,DIVISION,140,6,77,140,15,7,0,0,0
2000-02,DIVISION,140,7,78,140,14,4,0,0,0
2000-02,DIVISION,140,8,83,140,8,3,0,0,0
2000-02,DIVISION,140,9,84,140,8,3,0,0,0
2000-02,DIVISION,140,10,80,140,11,4,0,0,0
2000-02,DIVISION,147,1,70,147,11,6,0,0,1
2000-02,DIVISION,147,2,67,147,10,7,0,0,0
2000-02,DIVISION,147,3,73,147,9,3,0,0,0
2000-02,DIVISION,147,4,236,147,20,8,0,0,0
2000-02,DIVISION,147,5,65,147,17,3,0,0,0
2000-02,DIVISION,147,6,66,147,12,4,0,0,0
2000-02,DIVISION,147,7,74,147,12,3,0,0,0
2000-02,DIVISION,147,8,69,147,11,3,0,0,0
2000-02,DIVISION,147,9,71,147,11,1,0,0,0
2000-02,DIVISION,147,10,72,147,10,3,0,0,0
2000-02,DIVISION,154,1,58,154,15,6,0,0,1
2000-02,DIVISION,154,2,56,154,21,9,1,0,0
2000-02,DIVISION,154,3,64,154,8,3,0,0,0
2000-02,DIVISION,154,4,63,154,9,4,0,0,0
2000-02,DIVISION,154,5,59,154,12,4,0,0,0
2000-02,DIVISION,154,6,60,154,10,5,0,0,0
2000-02,DIVISION,154,7,55,154,23,6,0,0,0
2000-02,DIVISION,154,8,62,154,10,3,0,0,0
2000-02,DIVISION,154,9,61,154,10,5,0,0,0
2000-02,DIVISION,154,10,57,154,15,8,0,0,0
2000-02,DIVISION,160,1,51,160,11,2,0,0,1
2000-02,DIVISION,160,2,48,160,13,7,0,0,0
2000-02,DIVISION,160,3,52,160,9,4,1,0,0
2000-02,DIVISION,160,4,53,160,10,2,0,0,0
2000-02,DIVISION,160,5,50,160,11,3,0,0,0
2000-02,DIVISION,160,6,54,160,2,1,0,0,0
2000-02,DIVISION,160,7,45,160,18,6,0,0,0
2000-02,DIVISION,160,8,46,160,17,6,0,0,0
2000-02,DIVISION,160,9,47,160,15,6,0,0,0
2000-02,DIVISION,160,10,49,160,12,6,0,0,0
2000-02,DIVISION,168,1,34,168,24,7,0,0,1
2000-02,DIVISION,168,2,44,168,4,4,0,0,0
2000-02,DIVISION,168,3,41,168,8,2,0,0,0
2000-02,DIVISION,168,4,37,168,18,7,0,0,0
2000-02,DIVISION,168,5,38,168,16,5,0,0,0
2000-02,DIVISION,168,6,35,168,22,8,0,0,0
2000-02,DIVISION,168,7,40,168,8,2,0,0,0
2000-02,DIVISION,168,8,43,168,7,3,0,0,0
2000-02,DIVISION,168,9,39,168,12,4,0,0,0
2000-02,DIVISION,168,10,42,168,8,2,1,0,0
2000-02,DIVISION,175,1,30,175,9,6,0,0,1
2000-02,DIVISION,175,2,27,175,15,4,1,0,0
2000-02,DIVISION,175,3,29,175,11,8,0,0,0
2000-02,DIVISION,175,4,24,175,19,11,0,0,0
2000-02,DIVISION,175,5,25,175,18,8,0,0,0
2000-02,DIVISION,175,6,26,175,16,3,0,0,0
2000-02,DIVISION,175,7,32,175,9,5,0,0,0
2000-02,DIVISION,175,8,28,175,14,2,0,0,0
2000-02,DIVISION,175,9,33,175,10,2,0,0,0
2000-02,DIVISION,175,10,31,175,9,2,0,0,0
2000-02,DIVISION,200,1,13,200,18,6,0,0,1
2000-02,DIVISION,200,2,14,200,17,5,0,0,0
2000-02,DIVISION,200,3,15,200,10,2,0,0,0
2000-02,DIVISION,200,4,16,200,16,6,0,0,0
2000-02,DIVISION,200,5,17,200,9,2,0,0,0
2000-02,DIVISION,200,6,22,200,16,4,0,0,0
2000-02,DIVISION,200,7,18,200,14,9,0,0,0
2000-02,DIVISION,200,8,23,200,16,2,0,0,0
2000-02,DIVISION,200,9,19,200,11,3,0,0,0
2000-02,DIVISION,200,10,20,200,8,5,0,0,0
2000-02,DIVISION,300,1,4,300,15,6,0,0,1
2000-02,DIVISION,300,2,3,300,23,8,0,0,0
2000-02,DIVISION,300,3,5,300,12,4,0,0,0
2000-02,DIVISION,300,4,2,300,13,6,1,0,0
2000-02,DIVISION,300,5,6,300,20,3,0,0,0
2000-02,DIVISION,300,6,7,300,14,7,0,0,0
2000-02,DIVISION,300,7,8,300,9,3,0,0,0
2000-02,DIVISION,300,8,1,300,25,7,0,0,0
2000-02,DIVISION,300,9,9,300,20,4,0,0,0
2000-02,DIVISION,300,10,11,300,19,5,0,0,0
2000-02,P4P,,1,157,112,22,13,0,0,1
2000-02,P4P,,2,34,168,24,7,0,0,1
2000-02,P4P,,3,13,200,18,6,0,0,1
2000-02,P4P,,4,1,300,25,7,0,0,0
2000-02,P4P,,5,177,105,15,10,0,0,1
2000-02,P4P,,6,124,122,16,6,0,0,1
2000-02,P4P,,7,75,140,25,5,0,0,0
2000-02,P4P,,8,111,126,24,6,0,0,0
2000-02,P4P,,9,4,300,15,6,0,0,1
2000-02,P4P,,10,58,154,15,6,0,0,1
2000-02,P4P,,11,3,300,23,8,0,0,0
2000-02,P4P,,12,217,108,22,5,0,0,0
2000-02,P4P,,13,100,130,15,5,0,0,1
2000-02,P4P,,14,148,115,14,7,0,0,1
2000-02,P4P,,15,55,154,23,6,0,0,0
2000-03,DIVISION,105,1,177,105,15,10,0,0,1
2000-03,DIVISION,105,2,186,105,7,3,0,0,0
2000-03,DIVISION,105,3,179,105,13,4,1,0,0
2000-03,DIVISION,105,4,206,105,13,3,0,0,0
2000-03,DIVISION,105,5,252,105,9,3,0,0,0
2000-03,DIVISION,105,6,251,105,7,1,0,0,0
2000-03,DIVISION,105,7,185,105,8,2,0,0,0
2000-03,DIVISION,105,8,207,105,1,1,0,0,0
2000-03,DIVISION,105,9,253,105,1,1,0,0,0
2000-03,DIVISION,105,10,209,105,17,4,0,0,0
2000-03,DIVISION,108,1,173,108,14,4,0,0,1
2000-03,DIVISION,108,2,174,108,12,6,1,0,0
2000-03,DIVISION,108,3,182,108,10,2,0,0,0
2000-03,DIVISION,108,4,212,108,5,2,0,0,0
2000-03,DIVISION,108,5,175,108,11,3,0,0,0
2000-03,DIVISION,108,6,213,108,1,1,0,0,0
2000-03,DIVISION,108,7,214,108,1,1,0,0,0
2000-03,DIVISION,108,8,215,108,1,1,0,0,0
2000-03,DIVISION,108,9,216,108,1,1,0,0,0
2000-03,DIVISION,108,10,254,108,1,1,0,0,0
2000-03,DIVISION,112,1,157,112,22,13,0,0,1
2000-03,DIVISION,112,2,255,112,5,2,0,0,0
2000-03,DIVISION,112,3,160,112,10,4,1,0,0
2000-03,DIVISION,112,4,218,112,1,1,0,0,0
2000-03,DIVISION,112,5,161,112,9,4,0,0,0
2000-03,DIVISION,112,6,219,112,1,1,0,0,0
2000-03,DIVISION,112,7,220,112,1,1,0,0,0
2000-03,DIVISION,112,8,221,112,19,2,0,0,0
2000-03,DIVISION,112,9,222,112,14,2,0,0,0
2000-03,DIVISION,112,10,163,112,9,2,0,0,0
2000-03,DIVISION,115,1,148,115,14,7,0,0,1
2000-03,DIVISION,115,2,147,115,15,7,0,0,0
2000-03,DIVISION,115,3,258,115,18,5,0,0,0
2000-03,DIVISION,115,4,224,115,17,5,0,0,0
2000-03,DIVISION,115,5,256,115,14,5,0,0,0
2000-03,DIVISION,115,6,259,115,7,1,0,0,0
2000-03,DIVISION,115,7,225,115,7,1,0,0,0
2000-03,DIVISION,115,8,150,115,12,4,1,0,0
2000-03,DIVISION,115,9,257,115,4,0,0,0,0
2000-03,DIVISION,115,10,223,115,1,1,0,0,0
2000-03,DIVISION,118,1,139,118,12,6,0,0,1
2000-03,DIVISION,118,2,228,118,13,4,0,0,0
2000-03,DIVISION,118,3,143,118,8,3,0,0,0
2000-03,DIVISION,118,4,140,118,11,5,1,0,0
2000-03,DIVISION,118,5,141,118,9,4,0,0,0
2000-03,DIVISION,118,6,144,118,7,3,0,0,0
2000-03,DIVISION,118,7,260,118,1,1,0,0,0
2000-03,DIVISION,118,8,262,118,1,1,0,0,0
2000-03,DIVISION,118,9,261,118,1,1,0,0,0
2000-03,DIVISION,118,10,137,118,16,5,0,0,0
2000-03,DIVISION,122,1,124,122,16,6,0,0,1
2000-03,DIVISION,122,2,129,122,11,6,0,0,0
2000-03,DIVISION,122,3,126,122,14,6,1,0,0
2000-03,DIVISION,122,4,231,122,19,3,0,0,0
2000-03,DIVISION,122,5,263,122,10,3,0,0,0
2000-03,DIVISION,122,6,264,122,5,2,0,0,0
2000-03,DIVISION,122,7,123,122,16,7,0,0,0
2000-03,DIVISION,122,8,127,122,13,9,0,0,0
2000-03,DIVISION,122,9,234,122,22,3,0,0,0
2000-03,DIVISION,122,10,232,122,5,1,0,0,0
2000-03,DIVISION,126,1,116,126,13,7,0,0,1
2000-03,DIVISION,126,2,111,126,24,6,0,0,0
2000-03,DIVISION,126,3,119,126,8,2,0,0,0
2000-03,DIVISION,126,4,114,126,19,5,0,0,0
2000-03,DIVISION,126,5,115,126,14,7,1,0,0
2000-03,DIVISION,126,6,117,126,11,7,1,0,0
2000-03,DIVISION,126,7,242,126,25,7,0,0,0
2000-03,DIVISION,126,8,243,126,12,3,0,0,0
2000-03,DIVISION,126,9,265,126,8,2,0,0,0
2000-03,DIVISION,126,10,244,126,7,2,0,0,0
2000-03,DIVISION,130,1,100,130,15,5,0,0,1
2000-03,DIVISION,130,2,104,130,10,5,0,0,0
2000-03,DIVISION,130,3,109,130,8,5,0,0,0
2000-03,DIVISION,130,4,99,130,15,7,0,1,0
2000-03,DIVISION,130,5,106,130,10,3,0,0,0
2000-03,DIVISION,130,6,266,130,9,2,0,0,0
2000-03,DIVISION,130,7,102,130,12,7,1,0,0
2000-03,DIVISION,130,8,241,130,1,1,0,0,0
2000-03,DIVISION,130,9,240,130,23,6,0,0,0
2000-03,DIVISION,130,10,238,130,7,1,0,0,0
2000-03,DIVISION,135,1,91,135,13,8,0,0,1
2000-03,DIVISION,135,2,89,135,15,4,0,0,0
2000-03,DIVISION,135,3,90,135,13,5,0,0,0
2000-03,DIVISION,135,4,267,135,6,2,0,0,0
2000-03,DIVISION,135,5,268,135,1,1,0,0,0
2000-03,DIVISION,135,6,269,135,1,1,0,0,0
2000-03,DIVISION,135,7,270,135,1,1,0,0,0
2000-03,DIVISION,135,8,271,135,1,1,0,0,0
2000-03,DIVISION,135,9,87,135,20,3,0,0,0
2000-03,DIVISION,135,10,96,135,13,2,0,0,0
2000-03,DIVISION,140,1,81,140,12,3,0,0,1
2000-03,DIVISION,140,2,75,140,26,5,0,0,0
2000-03,DIVISION,140,3,272,140,10,5,0,0,0
2000-03,DIVISION,140,4,82,140,10,5,1,0,0
2000-03,DIVISION,140,5,79,140,11,7,0,0,0
2000-03,DIVISION,140,6,76,140,18,2,0,0,0
2000-03,DIVISION,140,7,246,140,13,5,0,0,0
2000-03,DIVISION,140,8,273,140,1,1,0,0,0
2000-03,DIVISION,140,9,274,140,1,1,0,0,0
2000-03,DIVISION,140,10,275,140,1,1,0,0,0
2000-03,DIVISION,147,1,70,147,11,6,0,0,1
2000-03,DIVISION,147,2,277,147,16,4,0,0,0
2000-03,DIVISION,147,3,67,147,11,7,0,0,0
2000-03,DIVISION,147,4,276,147,1,1,0,0,0
2000-03,DIVISION,147,5,278,147,1,1,0,0,0
2000-03,DIVISION,147,6,279,147,1,1,0,0,0
2000-03,DIVISION,147,7,66,147,13,4,0,0,0
2000-03,DIVISION,147,8,69,147,12,3,0,0,0
2000-03,DIVISION,147,9,280,147,8,2,0,0,0
2000-03,DIVISION,147,10,249,147,7,1,0,0,0
2000-03,DIVISION,154,1,58,154,15,6,0,0,1
2000-03,DIVISION,154,2,59,154,13,4,0,0,0
2000-03,DIVISION,154,3,61,154,11,6,0,0,0
2000-03,DIVISION,154,4,284,154,16,4,0,0,0
2000-03,DIVISION,154,5,56,154,21,9,1,0,0
2000-03,DIVISION,154,6,282,154,14,3,0,0,0
2000-03,DIVISION,154,7,62,154,11,3,0,0,0
2000-03,DIVISION,154,8,285,154,7,3,0,0,0
